AQW00061705        3614C
USW00053911        1683R
USW00053912        1765R
USW00053913        1411R
USW00053914        1614R
USW00053915        1942R
USW00053916         972R
USW00053917        1799R
USW00053918        1283R
USW00053919        1596S
USW00053920        1517R
USW00053921        1407R
USW00053922        1134R
USW00053925        1539Q
USW00053926        1404Q
USW00053927        1391Q
USW00053959        1457Q
USW00053960        1792Q
USW00053961        1614Q
USW00053968        1686Q
USW00053974        1166Q
USW00053988        1719Q
USW00054704         645R
USW00054728         335R
USW00054733         477R
USW00054734         572R
USW00054737         818R
USW00054740         500R
USW00054742         509S
USW00054743         796R
USW00054756         532R
USW00054757         260R
USW00054767         632R
USW00054768         478R
USW00054769         499R
USW00054770         399R
USW00054771         418R
USW00054772         547R
USW00054773         408R
USW00054777         622R
USW00054778         527R
USW00054779         689Q
USW00054780         339R
USW00054781         416R
USW00054782         800R
USW00054785         856Q
USW00054786         799R
USW00054787         552R
USW00054788         695R
USW00054789         311R
USW00054790         519R
USW00054791         540R
USW00054792         501R
USW00054793         678R
USW00054794         481Q
USW00054795         497Q
USW00054796         358Q
USW00054797         392Q
USW00054808         902Q
USW00054810         224Q
USW00054811         649Q
USW00054813         244Q
USW00054851         516Q
USW00054854         229Q
USW00054902         770Q
USW00054903         486Q
USW00054932         314Q
USW00054933         491Q
USW00054937         438Q
USW00063826        1573Q
USW00063828        1782Q
USW00063829        1795Q
USW00063831        1607Q
USW00063838         995Q
USW00063849        1183Q
USW00063850        1374Q
USW00063855         706Q
USW00063856        1679Q
USW00063857        1177Q
USW00063858        1625Q
USW00063862        1226Q
USW00063866        1351Q
USW00063867        1311Q
USW00063868        1367Q
USW00063869        1656Q
USW00063870        1833Q
USW00063872        1838Q
USW00063890        1998Q
USW00063891        1518Q
USW00063892        1563Q
USW00063893        1558Q
USW00063894        1390Q
USW00063895        1355Q
USW00063896        1372Q
USW00063897        1646Q
USW00063898         889Q
USW00063899        1723Q
USW00064756         594Q
USW00064758         328Q
USW00064775         446Q
USW00064776         363Q
USW00073802        1470Q
USW00073803        1460Q
USW00092762         909Q
USW00092805        2458R
USW00092806        2207S
USW00092809        2791R
USW00092811        2182S
USW00092821        1997Q
USW00092826        2849Q
USW00092827        2655Q
USW00093005         811R
USW00093009          10S
USW00093010         858S
USW00093013        1008R
USW00093026        1913C
USW00093027        1333R
USW00093033        1820S
USW00093037         738S
USW00093042        1311S
USW00093044        1222S
USW00093045        1534R
USW00093057        1306S
USW00093058        1246C
USW00093067         846R
USW00093069        1032R
USW00093073         338R
USW00093075        1271R
USW00093084        1975R
USW00093101         825R
USW00093102        1265S
USW00093104        1837R
USW00093107         733S
USW00093110         123R
USW00093111         158S
USW00093112         503S
USW00093114        1376R
USW00093115         159Q
USW00093116         236Q
USW00093129        1029R
USW00093134        1127S
USW00093138        2303R
USW00093139        1327S
USW00093140        2323R
USW00093141         931R
USW00093167        1656R
USW00093184         572R
USW00093193        1628C
USW00093197         258R
USW00093205        1540R
USW00093206         598R
USW00093209        1449C
USW00093210        1485R
USW00093225        1471R
USW00093227         623R
USW00093228         310R
USW00093230         491S
USW00093241        1440R
USW00093242        1622R
USW00093243        1549Q
USW00093245           0Q
USW00093706         840R
USW00093718        1326R
USW00093719        1440S
USW00093720         989S
USW00093721         995C
USW00093727        1505S
USW00093729         995C
USW00093730         852C
USW00093736        1021R
USW00093738        1096S
USW00093739         837S
USW00093740        1539R
USW00093741        1301Q
USW00093743        1107Q
USW00093759        1371R
USW00093765        1105R
USW00093773        1358R
USW00093775        1287R
USW00093778         879R
USW00093780         928R
USW00093781        1285R
USW00093782        1499R
USW00093783        1282R
USW00093784        1116R
USW00093785        1355R
USW00093786         735R
USW00093801        1426R
USW00093805        1981C
USW00093806        1680R
USW00093807        1214R
USW00093808        1290S
USW00093809        1259R
USW00093810        1175R
USW00093812        1047S
USW00093814         981C
USW00093815         796S
USW00093816        1062R
USW00093817        1222S
USW00093819         929S
USW00093820        1018C
USW00093821        1239C
USW00093822        1029C
USW00093823        1017Q
USW00093824         822C
USW00093825        1227R
USW00093831        1690S
USW00093832        2052R
USW00093837        1941S
USW00093839        1524R
USW00093841        1817R
USW00093842        1691C
USW00093845        1938Q
USW00093846        1343S
USW00093862        1552S
USW00093874        1704R
USW00093901        1733R
USW00093909        1088R
USW00093914        1668S
USW00093915        1835R
USW00093919        1733S
USW00093950        1459S
USW00093953        1388R
USW00093967        1257R
USW00093985        1765R
USW00093986        1464S
USW00093987        1851S
USW00093988        1550R
USW00093989         913S
USW00093990        1177R
USW00093992        1634C
USW00093993        1155S
USW00093997        1170S
USW00094008         696C
USW00094010         671R
USW00094012         669S
USW00094014         666C
USW00094017         756R
USW00094023         760R
USW00094030         843S
USW00094032         389R
USW00094037         668R
USW00094038         639R
USW00094039         932R
USW00094040        1078S
USW00094041         501R
USW00094050         767R
USW00094051         719R
USW00094052         734R
USW00094053         972R
USW00094054         665R
USW00094055         670R
USW00094056         737R
USW00094057         861R
USW00094059         517Q
USW00094060         702Q
USW00094074         835Q
USW00094075           0Q
USW00094077         828Q
USW00094078         704Q
USW00094079         817Q
USW00094080         548Q
USW00094081         693Q
USW00094082         948Q
USW00094084         437Q
USW00094085         833Q
USW00094088         154Q
USW00094107         996R
USW00094119         585R
USW00094128         894R
USW00094129         529R
USW00094143         797S
USW00094173          68Q
USW00094176         657R
USW00094178         950R
USW00094182         330R
USW00094185         751S
USW00094194         653R
USW00094197         832R
USW00094224          42S
USW00094225          56S
USW00094227         298R
USW00094236         699R
USW00094239         778S
USW00094240          75S
USW00094248         260R
USW00094261         517R
USW00094266          45R
USW00094273         557R
USW00094274         200R
USW00094276          62R
USW00094281         548R
USW00094290         217R
USW00094298         530R
USW00094299         880R
USW00094623         289R
USW00094624         281R
USW00094626         189R
USW00094644         355Q
USW00094645         187Q
USW00094700         382R
USW00094702         567C
USW00094704         663R
USW00094705         375S
USW00094720         353R
USW00094723         577R
USW00094724         257R
USW00094725         441S
USW00094726         494R
USW00094728         745S
USW00094732         908R
USW00094740         239R
USW00094741         913R
USW00094745         551S
USW00094746         381C
USW00094765         610R
USW00094789         654S
USW00094790         384S
USW00094793         257R
USW00094794         455R
USW00094814         412C
USW00094815         670R
USW00094817         584R
USW00094818         431R
